rfq_id,match_id,similarity_score
8fe87807-dae8-4341-94fd-2ab91f176464,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.7
8fe87807-dae8-4341-94fd-2ab91f176464,c18a7f01-1cb6-4987-a2cc-93251d3719b9,0.7
c18a7f01-1cb6-4987-a2cc-93251d3719b9,b8257184-6307-46ab-b06e-d979336d1263,0.7
c18a7f01-1cb6-4987-a2cc-93251d3719b9,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.7
c18a7f01-1cb6-4987-a2cc-93251d3719b9,8fe87807-dae8-4341-94fd-2ab91f176464,0.7
0777b4fd-292a-439b-848f-d772ee28c3b8,b8257184-6307-46ab-b06e-d979336d1263,0.7
0777b4fd-292a-439b-848f-d772ee28c3b8,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.7
0777b4fd-292a-439b-848f-d772ee28c3b8,8fe87807-dae8-4341-94fd-2ab91f176464,0.7
a0e91fd1-b00b-4ff7-8633-62657662b03b,b8257184-6307-46ab-b06e-d979336d1263,0.7
a0e91fd1-b00b-4ff7-8633-62657662b03b,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.7
a0e91fd1-b00b-4ff7-8633-62657662b03b,8fe87807-dae8-4341-94fd-2ab91f176464,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
920dcf5c-136f-4ffc-9449-03f00c1b5a46,7729084d-fc2d-41d8-a8df-891da74078f1,0.7
920dcf5c-136f-4ffc-9449-03f00c1b5a46,86008598-05ed-4532-8a70-e8ee8daf3796,0.7
920dcf5c-136f-4ffc-9449-03f00c1b5a46,502b3359-ee17-4ecc-8046-ceb4e6559fb8,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
facd942d-02a2-46bf-936c-e3afd39ee20d,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
140d30f7-f16d-4455-a448-516ab6616812,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.7
140d30f7-f16d-4455-a448-516ab6616812,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.7
140d30f7-f16d-4455-a448-516ab6616812,82456e41-801e-4f90-9263-6c96d3e72160,0.7
140d30f7-f16d-4455-a448-516ab6616812,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.7
140d30f7-f16d-4455-a448-516ab6616812,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.7
140d30f7-f16d-4455-a448-516ab6616812,82456e41-801e-4f90-9263-6c96d3e72160,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
178a48ef-f870-46d7-ba3c-c94b35477459,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,140d30f7-f16d-4455-a448-516ab6616812,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,140d30f7-f16d-4455-a448-516ab6616812,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,82456e41-801e-4f90-9263-6c96d3e72160,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,140d30f7-f16d-4455-a448-516ab6616812,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,140d30f7-f16d-4455-a448-516ab6616812,0.7
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,82456e41-801e-4f90-9263-6c96d3e72160,0.7
ca60a74b-7cdc-4098-a20c-2de916dcb66b,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
ca60a74b-7cdc-4098-a20c-2de916dcb66b,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
ca60a74b-7cdc-4098-a20c-2de916dcb66b,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
ca60a74b-7cdc-4098-a20c-2de916dcb66b,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
ca60a74b-7cdc-4098-a20c-2de916dcb66b,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
ca60a74b-7cdc-4098-a20c-2de916dcb66b,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
df6085e7-42f9-4ce3-92b0-3a7a24159a61,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
e46aa804-164c-4907-a7ca-07a99d66d1b6,094422ce-696c-482d-9927-c3cfbf347f7a,0.7
e46aa804-164c-4907-a7ca-07a99d66d1b6,bab67e88-be02-40c9-b3d7-b43a4adff716,0.7
e46aa804-164c-4907-a7ca-07a99d66d1b6,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.7
094422ce-696c-482d-9927-c3cfbf347f7a,e46aa804-164c-4907-a7ca-07a99d66d1b6,0.7
094422ce-696c-482d-9927-c3cfbf347f7a,bab67e88-be02-40c9-b3d7-b43a4adff716,0.7
094422ce-696c-482d-9927-c3cfbf347f7a,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.7
a462a4cb-bbaa-4417-b876-4b8606c6f8db,0543ec11-51e5-4b6e-8ff3-bd1dc271d768,0.7
a462a4cb-bbaa-4417-b876-4b8606c6f8db,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.7
a462a4cb-bbaa-4417-b876-4b8606c6f8db,e42b147c-89f1-46de-b56e-0f201d709601,0.7
7729084d-fc2d-41d8-a8df-891da74078f1,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.7
7729084d-fc2d-41d8-a8df-891da74078f1,86008598-05ed-4532-8a70-e8ee8daf3796,0.7
7729084d-fc2d-41d8-a8df-891da74078f1,502b3359-ee17-4ecc-8046-ceb4e6559fb8,0.7
86008598-05ed-4532-8a70-e8ee8daf3796,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.7
86008598-05ed-4532-8a70-e8ee8daf3796,7729084d-fc2d-41d8-a8df-891da74078f1,0.7
86008598-05ed-4532-8a70-e8ee8daf3796,502b3359-ee17-4ecc-8046-ceb4e6559fb8,0.7
06bf89b8-3e0b-4be9-a611-1e656cae34eb,db475b0b-e62d-4719-a502-d1effef1ed48,0.7
06bf89b8-3e0b-4be9-a611-1e656cae34eb,bb9852a6-a27a-40e6-80ab-22e210e73310,0.7
06bf89b8-3e0b-4be9-a611-1e656cae34eb,6246d593-0402-4d7c-9dd3-31216942f0e2,0.7
502b3359-ee17-4ecc-8046-ceb4e6559fb8,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.7
502b3359-ee17-4ecc-8046-ceb4e6559fb8,7729084d-fc2d-41d8-a8df-891da74078f1,0.7
502b3359-ee17-4ecc-8046-ceb4e6559fb8,86008598-05ed-4532-8a70-e8ee8daf3796,0.7
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.7
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.7
0543ec11-51e5-4b6e-8ff3-bd1dc271d768,e42b147c-89f1-46de-b56e-0f201d709601,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
5242c623-abc6-4cc8-a1e3-dde93a899f00,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
4d1d8f30-346e-47a5-aed6-06a86e35f6d8,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
de734972-0ed4-47d2-85ed-94c639524ef3,3fe05d73-7de1-4c32-ad94-991ff0ad4290,0.7
de734972-0ed4-47d2-85ed-94c639524ef3,795c1324-5586-4057-8c6a-574755248aa2,0.7
de734972-0ed4-47d2-85ed-94c639524ef3,254229f4-c466-4e0b-a650-50336b07fdd2,0.7
b48a1279-3852-4482-902f-203558c37a33,7729084d-fc2d-41d8-a8df-891da74078f1,0.7
b48a1279-3852-4482-902f-203558c37a33,86008598-05ed-4532-8a70-e8ee8daf3796,0.7
b48a1279-3852-4482-902f-203558c37a33,502b3359-ee17-4ecc-8046-ceb4e6559fb8,0.7
02c609c9-52b4-49d5-b6e8-cc14787f1822,fc1422b5-5614-4afa-a1d4-9e754f3575b0,0.7
02c609c9-52b4-49d5-b6e8-cc14787f1822,1c833f4c-6814-4d25-871c-7e4e34d5c59e,0.7
02c609c9-52b4-49d5-b6e8-cc14787f1822,5de30f3b-50c7-4d71-9b72-f907f44a9a0a,0.7
3fe05d73-7de1-4c32-ad94-991ff0ad4290,de734972-0ed4-47d2-85ed-94c639524ef3,0.7
3fe05d73-7de1-4c32-ad94-991ff0ad4290,795c1324-5586-4057-8c6a-574755248aa2,0.7
3fe05d73-7de1-4c32-ad94-991ff0ad4290,254229f4-c466-4e0b-a650-50336b07fdd2,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
0e375556-7947-4dc0-a628-d1674e5d1658,b64d3856-e630-4fa6-b5f7-d02e900e510e,0.7
82456e41-801e-4f90-9263-6c96d3e72160,140d30f7-f16d-4455-a448-516ab6616812,0.7
82456e41-801e-4f90-9263-6c96d3e72160,140d30f7-f16d-4455-a448-516ab6616812,0.7
82456e41-801e-4f90-9263-6c96d3e72160,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.7
82456e41-801e-4f90-9263-6c96d3e72160,140d30f7-f16d-4455-a448-516ab6616812,0.7
82456e41-801e-4f90-9263-6c96d3e72160,140d30f7-f16d-4455-a448-516ab6616812,0.7
82456e41-801e-4f90-9263-6c96d3e72160,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.7
2761ad98-baa2-4022-b98c-146a32b16dec,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
2761ad98-baa2-4022-b98c-146a32b16dec,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
2761ad98-baa2-4022-b98c-146a32b16dec,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
2761ad98-baa2-4022-b98c-146a32b16dec,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
2761ad98-baa2-4022-b98c-146a32b16dec,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
2761ad98-baa2-4022-b98c-146a32b16dec,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
985a13af-6aee-4660-83c1-ce5114758d4e,b8257184-6307-46ab-b06e-d979336d1263,0.7
985a13af-6aee-4660-83c1-ce5114758d4e,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.7
985a13af-6aee-4660-83c1-ce5114758d4e,8fe87807-dae8-4341-94fd-2ab91f176464,0.7
9b6f3d40-da34-465e-9211-b0d7b1d19036,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.7
9b6f3d40-da34-465e-9211-b0d7b1d19036,4c7232c9-33b7-4531-b478-5c001092cb50,0.7
9b6f3d40-da34-465e-9211-b0d7b1d19036,f0c09949-1d44-45f2-90b1-41b3239b4cab,0.7
e63d7e85-caef-4f2f-a89b-3889907f7e74,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.7
e63d7e85-caef-4f2f-a89b-3889907f7e74,7729084d-fc2d-41d8-a8df-891da74078f1,0.7
e63d7e85-caef-4f2f-a89b-3889907f7e74,86008598-05ed-4532-8a70-e8ee8daf3796,0.7
2104d59d-0957-4875-b4b1-7f968cb43352,920dcf5c-136f-4ffc-9449-03f00c1b5a46,0.7
2104d59d-0957-4875-b4b1-7f968cb43352,7729084d-fc2d-41d8-a8df-891da74078f1,0.7
2104d59d-0957-4875-b4b1-7f968cb43352,86008598-05ed-4532-8a70-e8ee8daf3796,0.7
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,3231dd9d-d846-43a0-8277-87a1eb9b5277,0.7
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,3231dd9d-d846-43a0-8277-87a1eb9b5277,0.7
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,9d22f999-a354-44d2-95f1-bc94c38ee626,0.7
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,3231dd9d-d846-43a0-8277-87a1eb9b5277,0.7
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,3231dd9d-d846-43a0-8277-87a1eb9b5277,0.7
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,9d22f999-a354-44d2-95f1-bc94c38ee626,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,0e375556-7947-4dc0-a628-d1674e5d1658,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
761b9fc9-1000-476c-bebe-6c40dd431b1c,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
bab67e88-be02-40c9-b3d7-b43a4adff716,e46aa804-164c-4907-a7ca-07a99d66d1b6,0.7
bab67e88-be02-40c9-b3d7-b43a4adff716,094422ce-696c-482d-9927-c3cfbf347f7a,0.7
bab67e88-be02-40c9-b3d7-b43a4adff716,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
5190b002-36f4-497b-b1aa-856762facb07,84be5122-71d5-4a35-a912-fd2911e3c64f,0.7
8cc82a77-7371-4839-bca3-86f8d3ea627a,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.7
8cc82a77-7371-4839-bca3-86f8d3ea627a,0543ec11-51e5-4b6e-8ff3-bd1dc271d768,0.7
8cc82a77-7371-4839-bca3-86f8d3ea627a,e42b147c-89f1-46de-b56e-0f201d709601,0.7
e42b147c-89f1-46de-b56e-0f201d709601,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.7
e42b147c-89f1-46de-b56e-0f201d709601,0543ec11-51e5-4b6e-8ff3-bd1dc271d768,0.7
e42b147c-89f1-46de-b56e-0f201d709601,8cc82a77-7371-4839-bca3-86f8d3ea627a,0.7
269d6f1b-faa1-4fae-ab15-e71211c94cff,9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,0.7
269d6f1b-faa1-4fae-ab15-e71211c94cff,02647f9b-5108-4955-938f-e6b003b62690,0.7
269d6f1b-faa1-4fae-ab15-e71211c94cff,613608a5-2b5d-4cca-8527-5639ab76949c,0.7
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,269d6f1b-faa1-4fae-ab15-e71211c94cff,0.7
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,02647f9b-5108-4955-938f-e6b003b62690,0.7
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,613608a5-2b5d-4cca-8527-5639ab76949c,0.7
795c1324-5586-4057-8c6a-574755248aa2,de734972-0ed4-47d2-85ed-94c639524ef3,0.7
795c1324-5586-4057-8c6a-574755248aa2,3fe05d73-7de1-4c32-ad94-991ff0ad4290,0.7
795c1324-5586-4057-8c6a-574755248aa2,254229f4-c466-4e0b-a650-50336b07fdd2,0.7
724a7dd7-d80d-4320-86c7-b8a879bb619d,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,0.7
724a7dd7-d80d-4320-86c7-b8a879bb619d,2c6d632d-9a47-4dae-9bc1-6e41b40eca3f,0.7
724a7dd7-d80d-4320-86c7-b8a879bb619d,7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0.7
4547058c-19a5-459c-96e7-5c4cfa7f2568,6938d338-6ad1-4280-b994-aa959f48f78f,0.7
4547058c-19a5-459c-96e7-5c4cfa7f2568,8aff426d-b8c0-43aa-ad26-835ef4de6129,0.5
4547058c-19a5-459c-96e7-5c4cfa7f2568,37e624be-b125-464f-85b6-1838530193ef,0.5
12779ba3-969c-48dc-97d8-33e72279f695,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
12779ba3-969c-48dc-97d8-33e72279f695,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
12779ba3-969c-48dc-97d8-33e72279f695,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
12779ba3-969c-48dc-97d8-33e72279f695,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
12779ba3-969c-48dc-97d8-33e72279f695,63140d1f-dda8-40fe-8931-bcaba65d5772,0.7
12779ba3-969c-48dc-97d8-33e72279f695,11cffc57-44be-4d79-bfd5-97482be566d3,0.7
